,name,group,ID,hem,metric,stream,point,values
2586,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.9,bcnu,R89B,r,uFA,9,6,0.669852
2587,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.9,bcnu,R89B,r,uFA,9,7,0.698206
2588,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.9,bcnu,R89B,r,uFA,9,8,0.731342
2589,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.9,bcnu,R89B,r,uFA,9,9,0.735673
2590,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.9,bcnu,R89B,r,uFA,9,10,0.778672
2591,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,1,0.282472
2592,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,2,0.285845
2593,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,3,0.610951
2594,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,4,0.634596
2595,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,5,0.689505
2596,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,6,0.705609
2597,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,7,0.707111
2598,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,8,0.731342
2599,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,9,0.756775
2600,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.10,bcnu,R89B,r,uFA,10,10,0.778672
2601,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,1,0.279713
2602,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,2,0.350371
2603,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,3,0.581937
2604,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,4,0.677092
2605,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,5,0.68848
2606,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,6,0.706072
2607,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,7,0.706491
2608,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,8,0.725254
2609,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,9,0.703004
2610,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.11,bcnu,R89B,r,uFA,11,10,0.761429
2611,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,1,0.452812
2612,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,2,0.480272
2613,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,3,0.633139
2614,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,4,0.732624
2615,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,5,0.68848
2616,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,6,0.685776
2617,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,7,0.706491
2618,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,8,0.70273
2619,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,9,0.703004
2620,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.12,bcnu,R89B,r,uFA,12,10,0.741751
2621,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,1,0.435422
2622,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,2,0.515927
2623,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,3,0.60442
2624,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,4,0.698331
2625,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,5,0.676601
2626,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,6,0.668331
2627,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,7,0.6749
2628,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,8,0.70273
2629,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,9,0.744417
2630,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.13,bcnu,R89B,r,uFA,13,10,0.741751
2631,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,1,0.402313
2632,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,2,0.424769
2633,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,3,0.572201
2634,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,4,0.668056
2635,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,5,0.667746
2636,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,6,0.668331
2637,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,7,0.664655
2638,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,8,0.682977
2639,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,9,0.744417
2640,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.14,bcnu,R89B,r,uFA,14,10,0.750148
2641,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,1,0.730996
2642,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,2,0.489393
2643,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,3,0.599872
2644,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,4,0.664483
2645,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,5,0.677291
2646,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,6,0.682819
2647,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,7,0.664655
2648,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,8,0.64684
2649,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,9,0.717851
2650,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.15,bcnu,R89B,r,uFA,15,10,0.750148
2651,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,1,0.678823
2652,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,2,0.610725
2653,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,3,0.626191
2654,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,4,0.650997
2655,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,5,0.647099
2656,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,6,0.682427
2657,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,7,0.676727
2658,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,8,0.64684
2659,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,9,0.704743
2660,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.16,bcnu,R89B,r,uFA,16,10,0.753931
2661,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,1,0.394546
2662,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,2,0.641298
2663,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,3,0.642179
2664,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,4,0.653527
2665,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,5,0.661686
2666,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,6,0.706813
2667,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,7,0.695935
2668,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,8,0.704743
2669,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,9,0.753931
2670,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.17,bcnu,R89B,r,uFA,17,10,0.783389
2671,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,1,0.21145
2672,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,2,0.507711
2673,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,3,0.639028
2674,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,4,0.673075
2675,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,5,0.687336
2676,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,6,0.695688
2677,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,7,0.682201
2678,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,8,0.693555
2679,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,9,0.74991
2680,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.18,bcnu,R89B,r,uFA,18,10,0.783389
2681,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,1,0.37628
2682,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,2,0.559381
2683,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,3,0.622941
2684,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,4,0.644722
2685,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,5,0.664772
2686,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,6,0.65162
2687,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,7,0.651751
2688,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,8,0.673264
2689,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,9,0.718195
2690,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.19,bcnu,R89B,r,uFA,19,10,0.769739
2691,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,1,0.327121
2692,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,2,0.507724
2693,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,3,0.596453
2694,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,4,0.632578
2695,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,5,0.663014
2696,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,6,0.684887
2697,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,7,0.686856
2698,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,8,0.69746
2699,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,9,0.671773
2700,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.20,bcnu,R89B,r,uFA,20,10,0.696052
2701,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,1,0.550586
2702,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,2,0.596453
2703,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,3,0.632578
2704,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,4,0.663014
2705,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,5,0.684887
2706,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,6,0.686856
2707,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,7,0.69746
2708,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,8,0.671773
2709,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,9,0.696052
2710,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.21,bcnu,R89B,r,uFA,21,10,0.775102
2711,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,1,0.550586
2712,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,2,0.461596
2713,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,3,0.565943
2714,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,4,0.647667
2715,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,5,0.692834
2716,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,6,0.680913
2717,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,7,0.656182
2718,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,8,0.684138
2719,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,9,0.680639
2720,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.22,bcnu,R89B,r,uFA,22,10,0.746743
2721,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,1,0.428208
2722,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,2,0.526226
2723,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,3,0.641551
2724,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,4,0.682654
2725,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,5,0.670521
2726,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,6,0.612444
2727,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,7,0.644593
2728,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,8,0.680639
2729,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,9,0.746743
2730,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.23,bcnu,R89B,r,uFA,23,10,0.800202
2731,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,1,0.352419
2732,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,2,0.418132
2733,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,3,0.540277
2734,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,4,0.670168
2735,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,5,0.668149
2736,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,6,0.681095
2737,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,7,0.644593
2738,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,8,0.711954
2739,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,9,0.726318
2740,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.24,bcnu,R89B,r,uFA,24,10,0.769446
2741,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,1,0.373573
2742,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,2,0.449712
2743,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,3,0.62279
2744,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,4,0.682777
2745,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,5,0.681095
2746,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,6,0.666876
2747,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,7,0.665991
2748,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,8,0.703508
2749,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,9,0.769446
2750,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.25,bcnu,R89B,r,uFA,25,10,0.784577
2751,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,1,0.431586
2752,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,2,0.431586
2753,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,3,0.512051
2754,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,4,0.682777
2755,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,5,0.657078
2756,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,6,0.652795
2757,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,7,0.629447
2758,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,8,0.703508
2759,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,9,0.717404
2760,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.26,bcnu,R89B,r,uFA,26,10,0.784577
2761,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,1,0.283224
2762,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,2,0.369698
2763,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,3,0.443142
2764,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,4,0.641447
2765,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,5,0.654016
2766,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,6,0.675125
2767,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,7,0.629447
2768,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,8,0.648152
2769,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,9,0.717404
2770,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.27,bcnu,R89B,r,uFA,27,10,0.735299
2771,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,1,0.322871
2772,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,2,0.410314
2773,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,3,0.63584
2774,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,4,0.704654
2775,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,5,0.675125
2776,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,6,0.675125
2777,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,7,0.648152
2778,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,8,0.655769
2779,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,9,0.723944
2780,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.28,bcnu,R89B,r,uFA,28,10,0.767761
2781,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,1,0.395155
2782,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,2,0.551281
2783,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,3,0.551281
2784,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,4,0.704654
2785,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,5,0.648452
2786,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,6,0.674307
2787,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,7,0.637827
2788,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,8,0.637827
2789,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,9,0.723944
2790,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.29,bcnu,R89B,r,uFA,29,10,0.765587
2791,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,1,0.457999
2792,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,2,0.457999
2793,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,3,0.629677
2794,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,4,0.666276
2795,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,5,0.668747
2796,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,6,0.687549
2797,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,7,0.703097
2798,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,8,0.67921
2799,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,9,0.67921
2800,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.30,bcnu,R89B,r,uFA,30,10,0.765587
2801,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,1,0.395467
2802,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,2,0.492289
2803,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,3,0.620035
2804,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,4,0.673717
2805,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,5,0.668747
2806,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,6,0.703097
2807,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,7,0.68388
2808,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,8,0.687651
2809,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,9,0.687651
2810,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.31,bcnu,R89B,r,uFA,31,10,0.746935
2811,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,1,0.4368
2812,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,2,0.591723
2813,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,3,0.628104
2814,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,4,0.673717
2815,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,5,0.687806
2816,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,6,0.665031
2817,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,7,0.674904
2818,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,8,0.654215
2819,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,9,0.687651
2820,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.32,bcnu,R89B,r,uFA,32,10,0.765297
2821,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.33,bcnu,R89B,r,uFA,33,1,0.425087
2822,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.33,bcnu,R89B,r,uFA,33,2,0.544754
2823,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.33,bcnu,R89B,r,uFA,33,3,0.628104
2824,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.33,bcnu,R89B,r,uFA,33,4,0.68953
2825,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.33,bcnu,R89B,r,uFA,33,5,0.729242
2826,bcnu_R89B_vn_r_dtd_covariance_uFA.txt.33,bcnu,R89B,r,uFA,33,6,0.729242
